,Series,Key,Description
489,SBN2024,PDSORA-UBGFGEMTAG30,"Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
490,SBN2024,PDSORA-UBSFGEM,"Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Overnight and Continuing"
491,SBN2024,PDSORA-UBSFGEMTAL30,"Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
492,SBN2024,PDSORA-UBSFGEMTAG30,"Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
493,SBN2024,PDSORA-CBGO,"Repurchase Agreements: Other - Cleared Bilateral, General - Overnight and Continuing"
494,SBN2024,PDSORA-CBGOTAL30,"Repurchase Agreements: Other - Cleared Bilateral, General - Term Agreements (less than 30 days)"
495,SBN2024,PDSORA-CBGOTAG30,"Repurchase Agreements: Other - Cleared Bilateral, General - Term Agreements (30 days or greater)"
496,SBN2024,PDSORA-CBSO,"Repurchase Agreements: Other - Cleared Bilateral, Specified - Overnight and Continuing"
497,SBN2024,PDSORA-CBSOTAL30,"Repurchase Agreements: Other - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
498,SBN2024,PDSORA-CBSOTAG30,"Repurchase Agreements: Other - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
499,SBN2024,PDSORA-CBSPO,"Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Overnight and Continuing"
500,SBN2024,PDSORA-CBSPOTAL30,"Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
501,SBN2024,PDSORA-CBSPOTAG30,"Repurchase Agreements: Other - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
502,SBN2024,PDSORA-GCFO,Repurchase Agreements: Other - GCF - Overnight and Continuing
503,SBN2024,PDSORA-GCFOTAL30,Repurchase Agreements: Other - GCF - Term Agreements (less than 30 days)
504,SBN2024,PDSORA-GCFOTAG30,Repurchase Agreements: Other - GCF - Term Agreements (30 days or greater)
505,SBN2024,PDSORA-TRIGO,Repurchase Agreements: Other - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
506,SBN2024,PDSORA-TRIGOTAL30,Repurchase Agreements: Other - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
507,SBN2024,PDSORA-TRIGOTAG30,Repurchase Agreements: Other - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
508,SBN2024,PDSORA-TRISPO,Repurchase Agreements: Other - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
509,SBN2024,PDSORA-TRISPOTAL30,Repurchase Agreements: Other - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
510,SBN2024,PDSORA-TRISPOTAG30,Repurchase Agreements: Other - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
511,SBN2024,PDSORA-UBGO,"Repurchase Agreements: Other - Uncleared Bilateral, General - Overnight and Continuing"
512,SBN2024,PDSORA-UBGOTAL30,"Repurchase Agreements: Other - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
513,SBN2024,PDSORA-UBGOTAG30,"Repurchase Agreements: Other - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
514,SBN2024,PDSORA-UBSO,"Repurchase Agreements: Other - Uncleared Bilateral, Specified - Overnight and Continuing"
515,SBN2024,PDSORA-UBSOTAL30,"Repurchase Agreements: Other - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
516,SBN2024,PDSORA-UBSOTAG30,"Repurchase Agreements: Other - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
517,SBN2024,PDSORA-CBGUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, General - Overnight and Continuing"
518,SBN2024,PDSORA-CBGUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, General - Term Agreements (less than 30 days)"
519,SBN2024,PDSORA-CBGUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, General - Term Agreements (30 days or greater)"
520,SBN2024,PDSORA-CBSUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Specified - Overnight and Continuing"
521,SBN2024,PDSORA-CBSUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
522,SBN2024,PDSORA-CBSUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
523,SBN2024,PDSORA-CBSPUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Overnight and Continuing"
524,SBN2024,PDSORA-CBSPUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
525,SBN2024,PDSORA-CBSPUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
526,SBN2024,PDSORA-GCFUTST,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Overnight and Continuing
527,SBN2024,PDSORA-GCFUTSTTAL30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Term Agreements (less than 30 days)
528,SBN2024,PDSORA-GCFUTSTTAG30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - GCF - Term Agreements (30 days or greater)
529,SBN2024,PDSORA-TRIGUTST,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
530,SBN2024,PDSORA-TRIGUTSTTAL30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
531,SBN2024,PDSORA-TRIGUTSTTAG30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
532,SBN2024,PDSORA-TRISPUTST,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
533,SBN2024,PDSORA-TRISPUTSTTAL30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
534,SBN2024,PDSORA-TRISPUTSTTAG30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
535,SBN2024,PDSORA-UBGUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Overnight and Continuing"
536,SBN2024,PDSORA-UBGUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
537,SBN2024,PDSORA-UBGUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
538,SBN2024,PDSORA-UBSUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing"
539,SBN2024,PDSORA-UBSUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
540,SBN2024,PDSORA-UBSUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
541,SBN2024,PDSORA-CBGUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Overnight and Continuing"
542,SBN2024,PDSORA-CBGUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (less than 30 days)"
543,SBN2024,PDSORA-CBGUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (30 days or greater)"
544,SBN2024,PDSORA-CBSUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Overnight and Continuing"
545,SBN2024,PDSORA-CBSUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
546,SBN2024,PDSORA-CBSUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
547,SBN2024,PDSORA-CBSPUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Overnight and Continuing"
548,SBN2024,PDSORA-CBSPUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
549,SBN2024,PDSORA-CBSPUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
550,SBN2024,PDSORA-GCFUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Overnight and Continuing
551,SBN2024,PDSORA-GCFUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (less than 30 days)
552,SBN2024,PDSORA-GCFUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (30 days or greater)
553,SBN2024,PDSORA-TRIGUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
554,SBN2024,PDSORA-TRIGUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
555,SBN2024,PDSORA-TRIGUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
556,SBN2024,PDSORA-TRISPUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
557,SBN2024,PDSORA-TRISPUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
558,SBN2024,PDSORA-TRISPUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
559,SBN2024,PDSORA-UBGUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Overnight and Continuing"
560,SBN2024,PDSORA-UBGUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
561,SBN2024,PDSORA-UBGUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
562,SBN2024,PDSORA-UBSUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing"
563,SBN2024,PDSORA-UBSUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
564,SBN2024,PDSORA-UBSUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
565,SBN2024,PDSIRRA-CBGABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Overnight and Continuing"
566,SBN2024,PDSIRRA-CBGABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (less than 30 days)"
567,SBN2024,PDSIRRA-CBGABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (30 days or greater)"
568,SBN2024,PDSIRRA-CBSABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Overnight and Continuing"
569,SBN2024,PDSIRRA-CBSABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
570,SBN2024,PDSIRRA-CBSABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
571,SBN2024,PDSIRRA-CBSPABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Overnight and Continuing"
572,SBN2024,PDSIRRA-CBSPABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
573,SBN2024,PDSIRRA-CBSPABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
574,SBN2024,PDSIRRA-GCFABS,Reverse Repurchase Agreements: Asset-backed securities - GCF - Overnight and Continuing
575,SBN2024,PDSIRRA-GCFABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (less than 30 days)
576,SBN2024,PDSIRRA-GCFABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (30 days or greater)
577,SBN2024,PDSIRRA-TRIGABS,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
578,SBN2024,PDSIRRA-TRIGABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
579,SBN2024,PDSIRRA-TRIGABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
580,SBN2024,PDSIRRA-TRISPABS,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
581,SBN2024,PDSIRRA-TRISPABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
582,SBN2024,PDSIRRA-TRISPABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
583,SBN2024,PDSIRRA-UBGABS,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Overnight and Continuing"
584,SBN2024,PDSIRRA-UBGABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
585,SBN2024,PDSIRRA-UBGABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
586,SBN2024,PDSIRRA-UBSABS,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Overnight and Continuing"
587,SBN2024,PDSIRRA-UBSABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
588,SBN2024,PDSIRRA-UBSABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
589,SBN2024,PDSIRRA-CBGCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Overnight and Continuing"
590,SBN2024,PDSIRRA-CBGCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (less than 30 days)"
591,SBN2024,PDSIRRA-CBGCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (30 days or greater)"
592,SBN2024,PDSIRRA-CBSCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Overnight and Continuing"
593,SBN2024,PDSIRRA-CBSCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
594,SBN2024,PDSIRRA-CBSCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
595,SBN2024,PDSIRRA-CBSPCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Overnight and Continuing"
596,SBN2024,PDSIRRA-CBSPCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
597,SBN2024,PDSIRRA-CBSPCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
598,SBN2024,PDSIRRA-GCFCD,Reverse Repurchase Agreements: Corporate Debt - GCF - Overnight and Continuing
599,SBN2024,PDSIRRA-GCFCDTAL30,Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (less than 30 days)
600,SBN2024,PDSIRRA-GCFCDTAG30,Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (30 days or greater)
601,SBN2024,PDSIRRA-TRIGCD,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
602,SBN2024,PDSIRRA-TRIGCDTAL30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
603,SBN2024,PDSIRRA-TRIGCDTAG30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
604,SBN2024,PDSIRRA-TRISPCD,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
605,SBN2024,PDSIRRA-TRISPCDTAL30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
606,SBN2024,PDSIRRA-TRISPCDTAG30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
607,SBN2024,PDSIRRA-UBGCD,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Overnight and Continuing"
608,SBN2024,PDSIRRA-UBGCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
609,SBN2024,PDSIRRA-UBGCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
610,SBN2024,PDSIRRA-UBSCD,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Overnight and Continuing"
611,SBN2024,PDSIRRA-UBSCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
612,SBN2024,PDSIRRA-UBSCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
613,SBN2024,PDSIRRA-CBGE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Overnight and Continuing"
614,SBN2024,PDSIRRA-CBGETAL30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (less than 30 days)"
615,SBN2024,PDSIRRA-CBGETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (30 days or greater)"
616,SBN2024,PDSIRRA-CBSE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Overnight and Continuing"
617,SBN2024,PDSIRRA-CBSETAL30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
618,SBN2024,PDSIRRA-CBSETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
619,SBN2024,PDSIRRA-CBSPE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Overnight and Continuing"
620,SBN2024,PDSIRRA-CBSPETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
621,SBN2024,PDSIRRA-GCFE,Reverse Repurchase Agreements: Equities - GCF - Overnight and Continuing
622,SBN2024,PDSIRRA-GCFETAL30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (less than 30 days)
623,SBN2024,PDSIRRA-CBSPETAL30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (30 days or greater)
624,SBN2024,PDSIRRA-GCFETAG30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (30 days or greater)
625,SBN2024,PDSIRRA-TRIGE,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
626,SBN2024,PDSIRRA-TRIGETAL30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
627,SBN2024,PDSIRRA-TRIGETAG30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
628,SBN2024,PDSIRRA-TRISPE,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
629,SBN2024,PDSIRRA-TRISPETAL30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
630,SBN2024,PDSIRRA-TRISPETAG30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
631,SBN2024,PDSIRRA-UBGE,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Overnight and Continuing"
632,SBN2024,PDSIRRA-UBGETAL30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
633,SBN2024,PDSIRRA-UBGETAG30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
634,SBN2024,PDSIRRA-UBSE,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Overnight and Continuing"
635,SBN2024,PDSIRRA-UBSETAL30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
636,SBN2024,PDSIRRA-UBSETAG30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
637,SBN2024,PDSIRRA-CBGFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Overnight and Continuing"
638,SBN2024,PDSIRRA-CBGFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (less than 30 days)"
639,SBN2024,PDSIRRA-CBGFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (30 days or greater)"
640,SBN2024,PDSIRRA-CBSFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Overnight and Continuing"
641,SBN2024,PDSIRRA-CBSFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
642,SBN2024,PDSIRRA-CBSFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (30 days or greater)"
643,SBN2024,PDSIRRA-CBSPFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Overnight and Continuing"
644,SBN2024,PDSIRRA-CBSPFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)"
645,SBN2024,PDSIRRA-CBSPFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)"
646,SBN2024,PDSIRRA-GCFFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Overnight and Continuing
647,SBN2024,PDSIRRA-GCFFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (less than 30 days)
648,SBN2024,PDSIRRA-GCFFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (30 days or greater)
649,SBN2024,PDSIRRA-TRIGFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Overnight and Continuing
650,SBN2024,PDSIRRA-TRIGFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days)
651,SBN2024,PDSIRRA-TRIGFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater)
652,SBN2024,PDSIRRA-TRISPFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing
653,SBN2024,PDSIRRA-TRISPFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days)
654,SBN2024,PDSIRRA-TRISPFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater)
655,SBN2024,PDSIRRA-UBGFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Overnight and Continuing"
656,SBN2024,PDSIRRA-UBGFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (less than 30 days)"
657,SBN2024,PDSIRRA-UBGFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (30 days or greater)"
658,SBN2024,PDSIRRA-UBSFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Overnight and Continuing"
659,SBN2024,PDSIRRA-UBSFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)"
660,SBN2024,PDSIRRA-UBSFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)"
661,SBN2024,PDSIRRA-CBGFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Overnight and Continuing"
662,SBN2024,PDSIRRA-CBGFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (less than 30 days)"
663,SBN2024,PDSIRRA-CBGFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (30 days or greater)"
664,SBN2024,PDSIRRA-CBSFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Overnight and Continuing"
665,SBN2024,PDSIRRA-CBSFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)"
